progress,x,y
0.15375,-467.4401869461294,-125.13899220837857
0.15425,-470.24225928239525,-124.67592475969822
0.15475,-473.02348048055194,-124.1644816621226
0.15525,-475.7794613646619,-123.5765914419485
0.15575,-478.49392320242146,-122.91288380045185
0.15625,-481.1515335101708,-122.16097056352193
0.15675,-483.73664999762605,-121.32204583233914
0.15725,-486.2453680819391,-120.40161016541485
0.15775,-488.67703386723787,-119.39640699249047
0.15825,-491.0334369932183,-118.31073830078174
0.15875,-493.31294883602516,-117.14543647626724
0.15925,-495.5243196878977,-115.90372102854754
0.15975,-497.67596103738845,-114.57793164469363
0.16025,-499.77855495374973,-113.17635056218597
0.16075,-501.8438283143434,-111.70466730970543
0.16125,-503.89042718080884,-110.1804019354801
0.16175,-505.93013765741443,-108.61414866608169
0.16225,-507.9714100588481,-107.02193002808885
0.16275,-510.01684061816854,-105.41902842873944
0.16325,-512.0613764394978,-103.82210537183563
0.16375,-514.1023746002223,-102.2324428081684
0.16425,-516.143943953134,-100.66441875914539
0.16475,-518.187702094006,-99.11372940134228
0.16525,-520.2260554323404,-97.61272106102192
0.16575,-522.2581740218548,-96.13862383383263
0.16625,-524.2901019257058,-94.6942734493615
0.16675,-526.3202576542931,-93.29003787897466
0.16725,-528.3661491478704,-91.87786596953768
0.16775,-530.4147468181213,-90.51798693727962
0.16825,-532.4666126655356,-89.22821796646548
0.16875,-534.5280947983834,-88.00711801428949
0.16925,-536.5994765083333,-86.86505110867418
0.16975,-538.6810470524845,-85.80611464728611
0.17025,-540.7805904899312,-84.84245489306186
0.17075,-542.9065266565125,-83.97610363858155
0.17125,-545.0709560703176,-83.22169156782194
0.17175,-547.285111216247,-82.58087129132424
0.17225,-549.5686103201896,-82.05215489347478
0.17275,-551.925263510457,-81.6306991011819
0.17325,-554.3602383247021,-81.32241488407696
0.17375,-556.8713223248456,-81.12408053408235
0.17425,-559.4574314272988,-81.0281860738626
0.17475,-562.1053984971913,-81.05212760612065
0.17525,-564.81291311146,-81.182583955327
0.17575,-567.5646179579614,-81.42814075757104
0.17625,-570.3433193841679,-81.77667355614223
0.17675,-573.1394074538043,-82.21234790330044
0.17725,-575.9451711151298,-82.72229138404481
0.17775,-578.7498206571449,-83.28839054772463
0.17825,-581.549756368586,-83.89519614594958
0.17875,-584.343704192192,-84.52744743431064
0.17925,-587.1341043162615,-85.18210934498062
0.17975,-589.9182028247595,-85.84398572375274
0.18025,-592.7042328640155,-86.51752131003025
0.18075,-595.49879448519,-87.17024354036158
0.18125,-598.2980049521424,-87.83077967089773
0.18175,-601.0959486466259,-88.49548557903236
0.18225,-603.8963636376413,-89.1546453291821
0.18275,-606.6901168378462,-89.86215330507717
0.18325,-609.482945818901,-90.56186528664401
